sentence: 双下肢深静脉(除右侧股浅及股深静脉外)及大隐静脉近段未见异常声像。
0	双下肢	身体结构	[]	[]	[1, 4]
14	感染	症状表现	[15]	[是_的限定]	[153, 155]
15	较前改善	趋势	[]	[]	[155, 159]
16	,	-	[]	[]	[]
17	请	-	[]	[]	[]
18	结合	-	[]	[]	[]
19	临床	-	[]	[]	[]
20	。	-	[]	[]	[]
21	2	-	[]	[]	[]
22	.	-	[]	[]	[]
23	拟	-	[]	[]	[]
24	两上肺	身体结构	[]	[]	[169, 172]
25	纤维钙化性肺结核	疾病	[24, 26]	[是_的限定, 是_的限定]	[172, 180]
26	大致同前	特别修饰词	[]	[]	[180, 184]
27	。	-	[]	[]	[]
28	3	-	[]	[]	[]
29	.	-	[]	[]	[]
30	心影	影像	[]	[]	[187, 189]
31	稍增大	症状表现	[30]	[是_的限定]	[189, 192]
32	,	-	[]	[]	[]
33	主动脉硬化	疾病	[]	[]	[193, 198]
34	。	-	[]	[]	[]
35	4	-	[]	[]	[]
36	.	-	[]	[]	[]
37	两侧	方位	[]	[]	[201, 203]
38	胸腔	身体结构	[37]	[是_的限定]	[203, 205]
39	少量	程度	[]	[]	[205, 207]
40	积液	症状表现	[38, 39, 42]	[是_的限定, 是_的限定, 是_的限定]	[207, 209]
41	较前	特别修饰词	[]	[]	[209, 211]
42	减少	趋势	[41]	[是_的限定]	[211, 213]

sentence: 1、慢支炎;肺气肿。2、左上肺纤维性肺结核。3、主动脉硬化,主动脉型心,左心室增大。4、拟右侧少量胸积液。5、胸椎骨质疏松,多个椎体不同程度变扁及楔形改变。以上所见与前片大致相同。
0	1	-	[]	[]	[]
1	、	-	[]	[]	[]
2	慢支炎	疾病	[]	[]	[219, 222]
3	;	-	[]	[]	[]
4	肺气肿	疾病	[]	[]	[223, 226]
5	。	-	[]	[]	[]
6	2	-	[]	[]	[]
7	、	-	[]	[]	[]
8	左上肺	身体结构	[]	[]	[229, 232]
9	纤维性肺结核	疾病	[8]	[是_的限定]	[232, 238]
10	。	-	[]	[]	[]
11	3	-	[]	[]	[]
12	、	-	[]	[]	[]
13	主动脉硬化	疾病	[]	[]	[241, 246]
14	,	-	[]	[]	[]
15	主动脉型心	症状表现	[]	[]	[247, 252]
16	,	-	[]	[]	[]
17	左心室增大	症状表现	[]	[]	[253, 258]
18	。	-	[]	[]	[]
19	4	-	[]	[]	[]
20	、	-	[]	[]	[]
21	拟	-	[]	[]	[]
22	右侧	方位	[]	[]	[262, 264]
23	少量	程度	[]	[]	[264, 266]
24	胸积液	症状表现	[22, 23]	[是_的限定, 是_的限定]	[266, 269]
25	。	-	[]	[]	[]
26	5	-	[]	[]	[]
27	、	-	[]	[]	[]
28	胸椎	身体结构	[]	[]	[272, 274]
29	骨质疏松	疾病	[28]	[是_的限定]	[274, 278]
30	,	-	[]	[]	[]
31	多个	值	[]	[]	[279, 281]
32	椎体	身体结构	[31]	[是_的限定]	[281, 283]
33	不同程度	特别修饰词	[]	[]	[283, 287]
34	变扁	症状表现	[32, 33]	[是_的限定, 是_的限定]	[287, 289]
35	及	-	[]	[]	[]
36	楔形改变	症状表现	[32]	[是_的限定]	[290, 294]
37	。	-	[]	[]	[]
38	以上	-	[]	[]	[]
39	所见	-	[]	[]	[]
40	与	-	[]	[]	[]
41	前片	-	[]	[]	[]
42	大致相同	特别修饰词	[]	[]	[302, 306]

sentence: 冰冻切片:1、(左上肺肿物)浸润性腺癌。2、(残端)送检支气管残端未见癌。石蜡切片:1、(左上肺肿物)肺浸润性腺癌,以腺泡生长为主;肿瘤浸润至脏层胸膜下。支气管旁见淋巴结2枚,可见癌转移(2/2)。免疫组化:CK20(-)、ALK-P(-)、CDX-2(-)、TTF-1(+)、NapsinA(+)、BRCA1(+)、TS(-)、ERK2(灶+)、VEGFC(++)、β-tubulin(+++)、ERCC1(++)、RRM1(+)、CD34血管(+)、Stathmin(-)。2、(残端)送检支气管残端未见癌。
0	冰冻切片	检查评分	[]	[]	[0, 5]
1	:	-	[]	[]	[]
2	1	-	[]	[]	[]
3	、	-	[]	[]	[]
4	(	-	[]	[]	[]
5	左上肺	身体结构	[]	[]	[9, 12]
6	肿物	异常结构	[5]	[是_的限定]	[12, 14]
7	)	-	[]	[]	[]
8	浸润性	特别修饰词	[]	[]	[15, 18]
9	腺癌	疾病	[8, 5]	[是_的限定, 是_的限定]	[18, 20]
10	。	-	[]	[]	[]
11	2	-	[]	[]	[]
12	、	-	[]	[]	[]
13	(	-	[]	[]	[]
14	残端	局部位置	[]	[]	[24, 26]
15	)	-	[]	[]	[]
16	送检	特别动作	[]	[]	[27, 29]
17	支气管	身体结构	[]	[]	[29, 32]
18	残端	局部位置	[17, 16]	[是_的限定, 是_的限定]	[32, 34]
19	未见	否定	[]	[]	[34, 36]
20	癌	疾病	[19, 18, 14]	[是_的限定, 是_的限定, 是_的限定]	[36, 37]
21	。	-	[]	[]	[]
22	石蜡切片	指标	[]	[]	[38, 42]
23	:	-	[]	[]	[]
24	1	-	[]	[]	[]
25	、	-	[]	[]	[]
26	(	-	[]	[]	[]
27	左上肺	身体结构	[]	[]	[46, 49]
28	肿物	异常结构	[27]	[是_的限定]	[49, 51]
29	)	-	[]	[]	[]
30	肺	身体结构	[]	[]	[52, 53]
31	浸润性	特别修饰词	[]	[]	[53, 56]
32	腺癌	疾病	[31, 30, 27]	[是_的限定, 是_的限定, 是_的限定]	[56, 58]
33	,	-	[]	[]	[]
34	以	-	[]	[]	[]
35	腺泡	身体结构	[]	[]	[60, 62]
36	生长	症状表现	[35]	[是_的限定]	[62, 64]
37	为主	-	[]	[]	[]
38	;	-	[]	[]	[]
39	肿瘤	疾病	[]	[]	[67, 69]
40	浸润	特别动作	[39, 43]	[是_的限定, 是_的限定]	[69, 71]
41	至	-	[]	[]	[]
42	脏层胸膜	身体结构	[]	[]	[72, 76]
43	下	方位	[42]	[是_的限定]	[76, 77]
44	。	-	[]	[]	[]
45	支气管	身体结构	[]	[]	[78, 81]
46	旁	方位	[45]	[是_的限定]	[81, 82]
47	见	-	[]	[]	[]
48	淋巴结	身体结构	[49]	[是_的限定]	[83, 86]
49	2枚	值	[]	[]	[86, 88]
50	,	-	[]	[]	[]
51	可见	-	[]	[]	[]
52	癌转移	症状表现	[]	[]	[91, 94]
53	(	-	[]	[]	[]
54	2/2	分级	[]	[]	[95, 98]
55	)	-	[]	[]	[]
56	。	-	[]	[]	[]
57	免疫组化	检查评分	[]	[]	[100, 104]
58	:	-	[]	[]	[]
59	CK20	指标	[61]	[是_的限定]	[105, 109]
60	(	-	[]	[]	[]
61	-	值	[]	[]	[110, 111]
62	)	-	[]	[]	[]
63	、	-	[]	[]	[]
64	ALK-P	指标	[66]	[是_的限定]	[113, 118]
65	(	-	[]	[]	[]
66	-	值	[]	[]	[119, 120]
67	)	-	[]	[]	[]
68	、	-	[]	[]	[]
69	CDX-2	指标	[71]	[是_的限定]	[122, 127]
70	(	-	[]	[]	[]
71	-	值	[]	[]	[128, 129]
72	)	-	[]	[]	[]
73	、	-	[]	[]	[]
74	TTF-1	指标	[76]	[是_的限定]	[131, 136]
75	(	-	[]	[]	[]
76	+	值	[]	[]	[137, 138]
77	)	-	[]	[]	[]
78	、	-	[]	[]	[]
79	NapsinA	指标	[81]	[是_的限定]	[140, 147]
80	(	-	[]	[]	[]
81	+	值	[]	[]	[148, 149]
82	)	-	[]	[]	[]
83	、	-	[]	[]	[]
84	BRCA1	指标	[86]	[是_的限定]	[151, 156]
85	(	-	[]	[]	[]
86	+	值	[]	[]	[157, 158]
87	)	-	[]	[]	[]
88	、	-	[]	[]	[]
89	TS	指标	[91]	[是_的限定]	[160, 162]
90	(	-	[]	[]	[]
91	-	值	[]	[]	[163, 164]
92	)	-	[]	[]	[]
93	、	-	[]	[]	[]
94	ERK2	指标	[96]	[是_的限定]	[166, 170]
95	(	-	[]	[]	[]
96	灶+	值	[]	[]	[171, 173]
97	)	-	[]	[]	[]
98	、	-	[]	[]	[]
99	VEGFC	指标	[101]	[是_的限定]	[175, 180]
100	(	-	[]	[]	[]
101	++	值	[]	[]	[181, 183]
102	)	-	[]	[]	[]
103	、	-	[]	[]	[]
104	β-tubulin	指标	[106]	[是_的限定]	[185, 194]
105	(	-	[]	[]	[]
106	+++	值	[]	[]	[195, 198]
107	)	-	[]	[]	[]
108	、	-	[]	[]	[]
109	ERCC1	指标	[111]	[是_的限定]	[200, 205]
110	(	-	[]	[]	[]
111	++	值	[]	[]	[206, 208]
112	)	-	[]	[]	[]
113	、	-	[]	[]	[]
114	RRM1	指标	[116]	[是_的限定]	[210, 214]
115	(	-	[]	[]	[]
116	+	值	[]	[]	[215, 216]
117	)	-	[]	[]	[]
118	、	-	[]	[]	[]
119	CD34血管	身体结构	[121]	[是_的限定]	[218, 224]
120	(	-	[]	[]	[]
121	+	值	[]	[]	[225, 226]
122	)	-	[]	[]	[]
123	、	-	[]	[]	[]
124	Stathmin	指标	[126]	[是_的限定]	[228, 236]
125	(	-	[]	[]	[]
126	-	值	[]	[]	[237, 238]
127	)	-	[]	[]	[]
128	。	-	[]	[]	[]
129	2	-	[]	[]	[]
130	、	-	[]	[]	[]
131	(	-	[]	[]	[]
132	残端	局部位置	[]	[]	[243, 245]
133	)	-	[]	[]	[]
134	送检	特别动作	[]	[]	[246, 248]
135	支气管	身体结构	[]	[]	[248, 251]
136	残端	局部位置	[135, 134]	[是_的限定, 是_的限定]	[251, 253]
137	未见	否定	[]	[]	[253, 255]
138	癌	疾病	[137, 136, 132]	[是_的限定, 是_的限定, 是_的限定]	[255, 256]

sentence: 1、两肺、膈未见病变。2、主动脉型心,主动脉硬化。
0	1	-	[]	[]	[]
1	、	-	[]	[]	[]
2	两肺	身体结构	[]	[]	[262, 264]
3	、	-	[]	[]	[]
4	膈	身体结构	[]	[]	[265, 266]
5	未见病变	否定	[2, 4]	[是_的限定, 是_的限定]	[266, 270]
6	。	-	[]	[]	[]
7	2	-	[]	[]	[]
8	、	-	[]	[]	[]
9	主动脉型心	症状表现	[]	[]	[273, 278]
10	,	-	[]	[]	[]
11	主动脉硬化	疾病	[]	[]	[279, 284]

sentence: 右侧肾上腺增大 ,内部血流未见明显异常。左侧肾上腺显示不清。
0	右侧	方位	[]	[]	[288, 290]
1	肾上腺	身体结构	[0]	[是_的限定]	[290, 293]
2	增大	症状表现	[1]	[是_的限定]	[293, 295]
3	 	-	[]	[]	[]
4	,	-	[]	[]	[]
5	内部	局部位置	[1]	[是_的限定]	[297, 299]
6	血流	指标	[5, 8]	[是_的限定, 是_的限定]	[299, 301]
7	未见	否定	[]	[]	[301, 303]
8	明显异常	症状表现	[7]	[是_的限定]	[303, 307]
9	。	-	[]	[]	[]
10	左侧	方位	[]	[]	[308, 310]
11	肾上腺	身体结构	[10]	[是_的限定]	[310, 313]
12	显示不清	症状表现	[11]	[是_的限定]	[313, 317]

sentence: 符合右肾多发囊肿声像。左肾未见结石及积液。
0	符合	-	[]	[]	[]
1	右肾	身体结构	[]	[]	[323, 325]
2	多发	特别修饰词	[]	[]	[325, 327]
3	囊肿	异常结构	[2, 1]	[是_的限定, 是_的限定]	[327, 329]
4	声像	影像	[3]	[是_的限定]	[329, 331]
5	。	-	[]	[]	[]
6	左肾	身体结构	[]	[]	[332, 334]
7	未见	否定	[]	[]	[334, 336]
8	结石	特别物体	[6, 7]	[是_的限定, 是_的限定]	[336, 338]
9	及	-	[]	[]	[]
10	积液	症状表现	[6, 7]	[是_的限定, 是_的限定]	[339, 341]

sentence: 1.右侧少量气胸较前减少。2.慢支炎、肺气肿,左下肺少许渗出病变。
0	1	-	[]	[]	[]
1	.	-	[]	[]	[]
2	右侧	方位	[]	[]	[347, 349]
3	少量	程度	[]	[]	[349, 351]
4	气胸	症状表现	[2, 6, 3]	[是_的限定, 是_的限定, 是_的限定]	[351, 353]
5	较前	特别修饰词	[]	[]	[353, 355]
6	减少	趋势	[5]	[是_的限定]	[355, 357]
7	。	-	[]	[]	[]
8	2	-	[]	[]	[]
9	.	-	[]	[]	[]
10	慢支炎	疾病	[]	[]	[360, 363]
11	、	-	[]	[]	[]
12	肺气肿	疾病	[]	[]	[364, 367]
13	,	-	[]	[]	[]
14	左下肺	身体结构	[]	[]	[368, 371]
15	少许	程度	[]	[]	[371, 373]
16	渗出病变	症状表现	[15, 14]	[是_的限定, 是_的限定]	[373, 377]

sentence: 1、左上肺癌根治术后改变,左剩余肺膨胀良好,下份少许渗出。2、置管情况见上。
0	1	-	[]	[]	[]
1	、	-	[]	[]	[]
2	左上	方位	[]	[]	[3, 5]
3	肺癌根治术	治疗	[2]	[是_的限定]	[5, 10]
4	后	一般时间	[3]	[是_的限定]	[10, 11]
5	改变	症状表现	[4]	[是_的限定]	[11, 13]
6	,	-	[]	[]	[]
7	左	方位	[]	[]	[14, 15]
8	剩余肺	身体结构	[7]	[是_的限定]	[15, 18]
9	膨胀良好	症状表现	[8]	[是_的限定]	[18, 22]
10	,	-	[]	[]	[]
11	下份	局部位置	[]	[]	[23, 25]
12	少许	程度	[]	[]	[25, 27]
13	渗出	症状表现	[11, 12]	[是_的限定, 是_的限定]	[27, 29]
14	。	-	[]	[]	[]
15	2	-	[]	[]	[]
16	、	-	[]	[]	[]
17	置管	医疗操作	[]	[]	[32, 34]
18	情况	-	[]	[]	[]
19	见	-	[]	[]	[]
20	上	-	[]	[]	[]

sentence: 1、右侧额叶2个转移瘤治疗后改变,病灶大致同前。2、双侧上颌窦炎症同前,双侧乳突炎。
0	1	-	[]	[]	[]
1	、	-	[]	[]	[]
2	右侧	方位	[]	[]	[44, 46]
3	额叶	身体结构	[2]	[是_的限定]	[46, 48]
4	2个	值	[]	[]	[48, 50]
5	转移瘤	异常结构	[4, 3]	[是_的限定, 是_的限定]	[50, 53]
6	治疗后	一般时间	[5]	[是_的限定]	[53, 56]
7	改变	症状表现	[6]	[是_的限定]	[56, 58]
8	,	-	[]	[]	[]
9	病灶	异常结构	[10]	[是_的限定]	[59, 61]
10	大致同前	特别修饰词	[]	[]	[61, 65]
11	。	-	[]	[]	[]
12	2	-	[]	[]	[]
13	、	-	[]	[]	[]
14	双侧	方位	[]	[]	[68, 70]
15	上颌窦	身体结构	[14]	[是_的限定]	[70, 73]
16	炎症	症状表现	[15, 17]	[是_的限定, 是_的限定]	[73, 75]
17	同前	特别修饰词	[]	[]	[75, 77]
18	,	-	[]	[]	[]
19	双侧	方位	[]	[]	[78, 80]
20	乳突炎	疾病	[19]	[是_的限定]	[80, 83]

sentence: 1、左肺上叶前段(纵隔旁)肺癌病灶同前,左侧肺门、纵隔及左颈根部锁骨上窝小淋巴结同前,左上肺少许阻塞性炎症;左肺动脉干受累减轻、气管下段及上腔静脉压迫推移消失。2、右上肺前段小结节同前,考虑肉芽肿可能性大,建议继续随访。
0	1	-	[]	[]	[]
1	、	-	[]	[]	[]
2	左肺	身体结构	[]	[]	[89, 91]
3	上叶	局部位置	[2]	[是_的限定]	[91, 93]
4	前段	局部位置	[3]	[是_的限定]	[93, 95]
5	(	-	[]	[]	[]
6	纵隔	身体结构	[]	[]	[96, 98]
7	旁	方位	[6]	[是_的限定]	[98, 99]
8	)	-	[]	[]	[]
9	肺癌	疾病	[]	[]	[100, 102]
10	病灶	异常结构	[9, 11]	[是_的限定, 是_的限定]	[102, 104]
11	同前	特别修饰词	[]	[]	[104, 106]
12	,	-	[]	[]	[]
13	左侧	方位	[]	[]	[107, 109]
14	肺门	身体结构	[13]	[是_的限定]	[109, 111]
15	、	-	[]	[]	[]
16	纵隔	身体结构	[]	[]	[112, 114]
17	及	-	[]	[]	[]
18	左颈	身体结构	[]	[]	[115, 117]
19	根部	局部位置	[18]	[是_的限定]	[117, 119]
20	锁骨上窝	身体结构	[19]	[是_的限定]	[119, 123]
21	小	程度	[]	[]	[123, 124]
22	淋巴结	身体结构	[21, 14, 16, 20, 23]	[是_的限定, 是_的限定, 是_的限定, 是_的限定, 是_的限定]	[124, 127]
23	同前	特别修饰词	[]	[]	[127, 129]
24	,	-	[]	[]	[]
25	左上肺	身体结构	[]	[]	[130, 133]
26	少许	程度	[]	[]	[133, 135]
27	阻塞性炎症	疾病	[25, 26]	[是_的限定, 是_的限定]	[135, 140]
28	;	-	[]	[]	[]
29	左	方位	[]	[]	[141, 142]
30	肺动脉干	身体结构	[29]	[是_的限定]	[142, 146]
31	受累	症状表现	[30, 32]	[是_的限定, 是_的限定]	[146, 148]
32	减轻	趋势	[]	[]	[148, 150]
33	、	-	[]	[]	[]
34	气管	身体结构	[]	[]	[151, 153]
35	下段	局部位置	[34]	[是_的限定]	[153, 155]
36	及	-	[]	[]	[]
37	上腔静脉	身体结构	[]	[]	[156, 160]
38	压迫推移	症状表现	[37, 39]	[是_的限定, 是_的限定]	[160, 164]
39	消失	趋势	[]	[]	[164, 166]
40	。	-	[]	[]	[]
41	2	-	[]	[]	[]
42	、	-	[]	[]	[]
43	右上肺	身体结构	[]	[]	[169, 172]
44	前段	局部位置	[43]	[是_的限定]	[172, 174]
45	小结节	身体结构	[46, 44]	[是_的限定, 是_的限定]	[174, 177]
46	同前	特别修饰词	[]	[]	[177, 179]
47	,	-	[]	[]	[]
48	考虑	-	[]	[]	[]
49	肉芽肿	疾病	[50]	[是_的限定]	[182, 185]
50	可能性大	概率	[]	[]	[185, 189]
51	,	-	[]	[]	[]
52	建议	-	[]	[]	[]
53	继续	-	[]	[]	[]
54	随访	治疗	[]	[]	[194, 196]

sentence: 1.两肺多发炎症较前略吸收,放射性肺炎?2.拟右肺中叶支气管轻度扩张,并炎症,炎症较前略吸收。3.两肺门、纵隔内多发小淋巴结影,部分较前缩小。4.左肺下叶外侧基底段小结节影同前,炎性肉芽肿与转移鉴别,建议继续复查。5.肝内多发小囊肿同前。
0	1	-	[]	[]	[]
1	.	-	[]	[]	[]
2	两肺	身体结构	[]	[]	[202, 204]
3	多发	特别修饰词	[]	[]	[204, 206]
4	炎症	症状表现	[2, 3]	[是_的限定, 是_的限定]	[206, 208]
5	较前	特别修饰词	[]	[]	[208, 210]
6	略	程度	[]	[]	[210, 211]
7	吸收	特别动作	[6, 5]	[是_的限定, 是_的限定]	[211, 213]
8	,	-	[]	[]	[]
9	放射性肺炎	疾病	[10]	[是_的限定]	[214, 219]
10	?	概率	[]	[]	[219, 220]
11	2	-	[]	[]	[]
12	.	-	[]	[]	[]
13	拟	-	[]	[]	[]
14	右肺	身体结构	[]	[]	[223, 225]
15	中叶	局部位置	[14]	[是_的限定]	[225, 227]
16	支气管	身体结构	[15]	[是_的限定]	[227, 230]
17	轻度	程度	[]	[]	[230, 232]
18	扩张	症状表现	[17, 16]	[是_的限定, 是_的限定]	[232, 234]
19	,	-	[]	[]	[]
20	并	-	[]	[]	[]
21	炎症	症状表现	[]	[]	[236, 238]
22	,	-	[]	[]	[]
23	炎症	症状表现	[25]	[是_的限定]	[239, 241]
24	较前	特别修饰词	[]	[]	[241, 243]
25	略吸收	特别动作	[24]	[是_的限定]	[243, 246]
26	。	-	[]	[]	[]
27	3	-	[]	[]	[]
28	.	-	[]	[]	[]
29	两	方位	[]	[]	[249, 250]
30	肺门	身体结构	[29]	[是_的限定]	[250, 252]
31	、	-	[]	[]	[]
32	纵隔	身体结构	[]	[]	[253, 255]
33	内	方位	[32]	[是_的限定]	[255, 256]
34	多发	特别修饰词	[]	[]	[256, 258]
35	小	特别修饰词	[]	[]	[258, 259]
36	淋巴结影	影像	[33, 34, 35]	[是_的限定, 是_的限定, 是_的限定]	[259, 263]
37	,	-	[]	[]	[]
38	部分	程度	[]	[]	[264, 266]
39	较前缩小	症状表现	[38]	[是_的限定]	[266, 270]
40	。	-	[]	[]	[]
41	4	-	[]	[]	[]
42	.	-	[]	[]	[]
43	左肺	身体结构	[]	[]	[273, 275]
44	下叶	局部位置	[43]	[是_的限定]	[275, 277]
45	外侧	方位	[44]	[是_的限定]	[277, 279]
46	基底段	局部位置	[45]	[是_的限定]	[279, 282]
47	小	特别修饰词	[]	[]	[282, 283]
48	结节影	影像	[49, 47, 47]	[是_的限定, 是_的限定, 是_的限定]	[283, 286]
49	同前	特别修饰词	[]	[]	[286, 288]
50	,	-	[]	[]	[]
51	炎性肉芽肿	疾病	[]	[]	[289, 294]
52	与	-	[]	[]	[]
53	转移	特别动作	[]	[]	[295, 297]
54	鉴别	-	[]	[]	[]
55	,	-	[]	[]	[]
56	建议	-	[]	[]	[]
57	继续	-	[]	[]	[]
58	复查	治疗	[]	[]	[304, 306]
59	。	-	[]	[]	[]
60	5	-	[]	[]	[]
61	.	-	[]	[]	[]
62	肝	身体结构	[]	[]	[309, 310]
63	内	方位	[62]	[是_的限定]	[310, 311]
64	多发	特别修饰词	[]	[]	[311, 313]
65	小	特别修饰词	[]	[]	[313, 314]
66	囊肿	异常结构	[64, 65, 67, 63]	[是_的限定, 是_的限定, 是_的限定, 是_的限定]	[314, 316]
67	同前	特别修饰词	[]	[]	[316, 318]

sentence: (右主支气管)送检支气管粘膜组织,上皮鳞状化生,粘膜下可见排列呈巢状的癌细胞,边缘呈栅栏状排列,癌细胞梭形,核肥大深染,核分裂像多见,癌巢中有明显的坏死,周围结缔组织增生,伴有骨化,免疫组化:CK19(+),EMA(+),CD56(+),CK7(+),CK5/6(-),CgA(-),Syn(-),P63(-),TTF-1(-),组织改变符合肺基底细胞样癌(大细胞癌的一种类型)伴有骨化性气管支气管病。
0	(	-	[]	[]	[]
1	右主支气管	身体结构	[]	[]	[323, 328]
2	)	-	[]	[]	[]
3	送检	特别动作	[]	[]	[329, 331]
4	支气管	身体结构	[]	[]	[331, 334]
5	粘膜组织	身体结构	[4, 3]	[是_的限定, 是_的限定]	[334, 338]
6	,	-	[]	[]	[]
7	上皮	身体结构	[]	[]	[339, 341]
8	鳞状化生	症状表现	[7]	[是_的限定]	[341, 345]
9	,	-	[]	[]	[]
10	粘膜	身体结构	[]	[]	[346, 348]
11	下	方位	[10]	[是_的限定]	[348, 349]
12	可见	-	[]	[]	[]
13	排列	特别动作	[15]	[是_的限定]	[351, 353]
14	呈	-	[]	[]	[]
15	巢状	特别修饰词	[]	[]	[354, 356]
16	的	-	[]	[]	[]
17	癌细胞	异常结构	[13]	[是_的限定]	[357, 360]
18	,	-	[]	[]	[]
19	边缘	局部位置	[]	[]	[361, 363]
20	呈	-	[]	[]	[]
21	栅栏状	特别修饰词	[]	[]	[364, 367]
22	排列	特别动作	[21, 19]	[是_的限定, 是_的限定]	[367, 369]
23	,	-	[]	[]	[]
24	癌细胞	异常结构	[25]	[是_的限定]	[370, 373]
25	梭形	特别修饰词	[]	[]	[373, 375]
26	,	-	[]	[]	[]
27	核	身体结构	[]	[]	[376, 377]
28	肥大	症状表现	[27]	[是_的限定]	[377, 379]
29	深染	症状表现	[27]	[是_的限定]	[379, 381]
30	,	-	[]	[]	[]
31	核	身体结构	[]	[]	[382, 383]
32	分裂像	症状表现	[33, 31]	[是_的限定, 是_的限定]	[383, 386]
33	多见	程度	[]	[]	[386, 388]
34	,	-	[]	[]	[]
35	癌巢	异常结构	[]	[]	[389, 391]
36	中有	-	[]	[]	[]
37	明显	程度	[]	[]	[393, 395]
38	的	-	[]	[]	[]
39	坏死	症状表现	[35, 37]	[是_的限定, 是_的限定]	[396, 398]
40	,	-	[]	[]	[]
41	周围	方位	[]	[]	[399, 401]
42	结缔组织	身体结构	[41]	[是_的限定]	[401, 405]
43	增生	症状表现	[42]	[是_的限定]	[405, 407]
44	,	-	[]	[]	[]
45	伴有	-	[]	[]	[]
46	骨化	症状表现	[42]	[是_的限定]	[410, 412]
47	,	-	[]	[]	[]
48	免疫组化	检查评分	[]	[]	[413, 417]
49	:	-	[]	[]	[]
50	CK19	指标	[52]	[是_的限定]	[418, 422]
51	(	-	[]	[]	[]
52	+	值	[]	[]	[423, 424]
53	)	-	[]	[]	[]
